,control,magnetisation,mag_se,beta_factor,gradient,samp_frac,snapshot_num
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,9.0
2,snapshot,-0.5806720776147658,1.0546933153471915e-05,8.0,1.0,0.01,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,9.0
2,snapshot,-0.5938864309377324,1.5917436758355224e-05,8.0,1.0,0.01,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,9.0
2,snapshot,-0.5821314988844568,1.1545668757994873e-05,8.0,1.0,0.01,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,9.0
2,snapshot,-0.5854012304779934,8.604952735640254e-06,8.0,1.0,0.01,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,10.0
2,snapshot,-0.5838516124670409,1.6330026186583542e-05,8.0,1.0,0.01,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,10.0
2,snapshot,-0.5844990399567305,5.3664762785629465e-06,8.0,1.0,0.01,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,10.0
2,snapshot,-0.5865184301264282,9.388114930901028e-06,8.0,1.0,0.01,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,10.0
2,snapshot,-0.5863533094449327,1.1420747920869367e-05,8.0,1.0,0.01,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,10.0
2,snapshot,-0.5810554391183828,8.076308705606486e-06,8.0,1.0,0.01,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,10.0
2,snapshot,-0.5777230951254141,1.0585938134227814e-05,8.0,1.0,0.01,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,10.0
2,snapshot,-0.5822196538435536,1.4912610811614428e-05,8.0,1.0,0.01,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,10.0
2,snapshot,-0.5777512135758232,1.7723145846183864e-05,8.0,1.0,0.01,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,10.0
2,snapshot,-0.5844057737813535,1.095754084571141e-05,8.0,1.0,0.01,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,10.0
2,snapshot,-0.5834836184166047,1.2208983167290401e-05,8.0,1.0,0.01,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,11.0
2,snapshot,-0.5960053140423229,1.9022004228352838e-05,8.0,1.0,0.01,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,11.0
2,snapshot,-0.5844664525725103,2.397008404132028e-05,8.0,1.0,0.01,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,11.0
2,snapshot,-0.5827931039145428,1.5172938856468083e-05,8.0,1.0,0.01,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,11.0
2,snapshot,-0.5838082144547361,2.298508990368652e-05,8.0,1.0,0.01,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,11.0
2,snapshot,-0.5753382529916842,1.0491421587099463e-05,8.0,1.0,0.01,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,11.0
2,snapshot,-0.5784851666553986,1.1521641845313784e-05,8.0,1.0,0.01,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,11.0
2,snapshot,-0.5783180177134744,1.4955723185618295e-05,8.0,1.0,0.01,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,11.0
2,snapshot,-0.5877738895274153,9.88711489101182e-06,8.0,1.0,0.01,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,11.0
2,snapshot,-0.5792942735447232,2.8996639367139254e-05,8.0,1.0,0.01,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,11.0
2,snapshot,-0.5747255560814009,1.2272205755650596e-05,8.0,1.0,0.01,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,12.0
2,snapshot,-0.5835677506591848,1.0119265760585914e-05,8.0,1.0,0.01,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,12.0
2,snapshot,-0.5871887296328848,1.4609039524365052e-05,8.0,1.0,0.01,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,12.0
2,snapshot,-0.5909704550064229,1.6510082773648243e-05,8.0,1.0,0.01,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,12.0
2,snapshot,-0.5877239199513217,1.2642889665656785e-05,8.0,1.0,0.01,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,12.0
2,snapshot,-0.5885123115408017,1.100522407216816e-05,8.0,1.0,0.01,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,12.0
2,snapshot,-0.5825644310729498,2.8797165992702624e-05,8.0,1.0,0.01,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,12.0
2,snapshot,-0.5772406801433304,1.353672506268389e-05,8.0,1.0,0.01,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,12.0
2,snapshot,-0.5822278074504766,1.2632596918295553e-05,8.0,1.0,0.01,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,12.0
2,snapshot,-0.5834039483469677,1.0490517780945259e-05,8.0,1.0,0.01,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,12.0
2,snapshot,-0.5778687580285309,6.557981503736885e-06,8.0,1.0,0.01,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,13.0
2,snapshot,-0.5796988236089513,1.0215962804125292e-05,8.0,1.0,0.01,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,13.0
2,snapshot,-0.5887779190048003,7.698492302274152e-06,8.0,1.0,0.01,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,13.0
2,snapshot,-0.5799152389966872,1.2942017282406565e-05,8.0,1.0,0.01,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,13.0
2,snapshot,-0.577443127577581,6.919234930674467e-06,8.0,1.0,0.01,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,13.0
2,snapshot,-0.5796895341761883,1.1162020225388717e-05,8.0,1.0,0.01,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,13.0
2,snapshot,-0.5857023324994929,8.803620654588045e-06,8.0,1.0,0.01,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,13.0
2,snapshot,-0.5974516327496451,1.7678304157008677e-05,8.0,1.0,0.01,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,13.0
2,snapshot,-0.5841308363193835,1.0330096560207136e-05,8.0,1.0,0.01,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,13.0
2,snapshot,-0.58571700358326,1.6563427053918233e-05,8.0,1.0,0.01,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,13.0
2,snapshot,-0.5856378608613345,2.5373143273922104e-05,8.0,1.0,0.01,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,14.0
2,snapshot,-0.590678115069975,1.81133053849507e-05,8.0,1.0,0.01,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,14.0
2,snapshot,-0.5782983233047123,1.5864043088885198e-05,8.0,1.0,0.01,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,14.0
2,snapshot,-0.5766048610641606,1.428096859962301e-05,8.0,1.0,0.01,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,14.0
2,snapshot,-0.5899704888107633,1.2837763315955502e-05,8.0,1.0,0.01,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,14.0
2,snapshot,-0.5825253938205666,7.284062521950231e-06,8.0,1.0,0.01,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,14.0
2,snapshot,-0.576141011425867,1.1291969684177448e-05,8.0,1.0,0.01,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,14.0
2,snapshot,-0.57215495233588,1.0996584025453832e-05,8.0,1.0,0.01,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,14.0
2,snapshot,-0.5762749442228382,1.5166538686774747e-05,8.0,1.0,0.01,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,14.0
2,snapshot,-0.5770753025488473,1.5154123631013629e-05,8.0,1.0,0.01,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,14.0
2,snapshot,-0.5801108173889529,1.4016834149425325e-05,8.0,1.0,0.01,14.0
